time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 13:54:48.070474,metric,51,560,240,0,0,0,0,0,0,0,0,0,1usec,228usec,160.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 13:54:49.070506,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,20usec,276.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 13:54:50.070496,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,303.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 13:54:51.070513,metric,51,1400,600,1,0,0,0,0.00857,0.0117,0,0,1,4usec,37usec,460.0,5.0kbps,38kbps,4.5ms,5.5ms,4ms,0x4601,455.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,14,1.0,4,5.6kbps,11,1,8%,0,70,0,29.0,-3.5,1,25,39kbps,6,0,0%,71,0,5,1,0,0,0,0,0,188ns,n/a,25,4.67ms,5.5ms,4.42ms,n/a,n/a,4ms
2025-07-30 13:54:52.070525,metric,51,1400,600,0,0,0,0,0.01,0.0183,0,0,1,8usec,47usec,510.0,18kbps,56kbps,4.5ms,4.5ms,4.5ms,0x4601,505.19,ue_reconf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,17,18kbps,14,0,0%,0,69,0.010000001,30.9,-3.5,1,27,56kbps,11,0,0%,61,0,10,0,0,0,0,0,0,197ns,n/a,24,4.5ms,4.5ms,4.45ms,n/a,n/a,4.12ms
2025-07-30 13:54:53.070408,metric,51,1400,600,0,0,0,2,0.00857,0.145,0,0,1,9usec,37usec,650.12,22kbps,1.4Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,22kbps,12,0,0%,0,24,0.010000001,32.3,-3.8,1,27,1.4Mbps,87,0,0%,1415,2.01k,3,0,0,0,0,0,0,221ns,n/a,19,4.49ms,4.5ms,4.48ms,4.22ms,4.5ms,4ms
2025-07-30 13:54:54.070530,metric,51,1400,600,0,0,0,2,0.00786,0.167,0,0,1,9usec,37usec,787.0,20kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,21kbps,11,0,0%,0,22,0.010000001,32.2,-3.8,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,0,228ns,n/a,21,4.49ms,4.5ms,4.47ms,4.1ms,4.5ms,4ms
2025-07-30 13:54:55.070538,metric,51,1400,600,0,0,16,2,0.356,0.167,0,0,1,12usec,42usec,873.16,19Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,19Mbps,483,7,1%,367k,23409,0.008999971,32.2,-3.8,1,27,1.6Mbps,100,0,0%,1669,2.01k,0,0,0,0,0,0,0,231ns,n/a,19,4.5ms,4.5ms,4.45ms,4.15ms,4.5ms,3.96ms
2025-07-30 13:54:56.070513,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,65usec,997.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1399,1,0%,674k,69016,-2.9802322e-08,32.1,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,230ns,n/a,19,4.49ms,4.5ms,4.45ms,4.04ms,4.5ms,3.96ms
2025-07-30 13:54:57.070531,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,50usec,1023.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,58Mbps,1400,0,0%,1.1M,69016,-2.9802322e-08,32.2,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,237ns,n/a,19,4.5ms,4.5ms,4.46ms,4.07ms,4.5ms,3.96ms
